,spectral irradiance,wavelength
0,0.9119141031661163,3.8888500800000003e-07
1,0.9980364471397362,3.8914255883600004e-07
2,0.9928754208000861,3.8940010967200005e-07
3,0.9770264616362174,3.8965766050800006e-07
4,0.9419171021546492,3.89915211344e-07
5,0.9096607493807689,3.9017276218e-07
6,0.8951087626539537,3.9043031301600004e-07
7,0.9005419048553127,3.9068786385200004e-07
8,0.8636784826805609,3.9094541468800005e-07
9,0.7566449639164747,3.9120296552400006e-07
10,0.6466786690956118,3.9146051636000007e-07
11,0.5917043765938252,3.917180671960001e-07
12,0.5927774324281987,3.9197561803200004e-07
13,0.6331808104547255,3.9223316886800005e-07
14,0.6937520747929211,3.9249071970400006e-07
15,0.7774381204556285,3.9274827054000006e-07
16,0.8534005407478795,3.930058213760001e-07
17,0.8899487919420764,3.932633722120001e-07
18,0.9011223893026484,3.935209230480001e-07
19,0.9088156066638094,3.9377847388400005e-07
20,0.9274803025776115,3.9403602472e-07
21,0.9166205127630324,3.94293575556e-07
22,0.86932050330917,3.94551126392e-07
23,0.7779811101365759,3.9480867722800003e-07
24,0.666614858559519,3.9506622806400004e-07
25,0.6103452377962225,3.9532377890000005e-07
26,0.6214769276691207,3.9558132973600006e-07
27,0.6940466221748277,3.9583888057200007e-07
28,0.8121172999758353,3.96096431408e-07
29,0.922629883803111,3.9635398224400003e-07
30,0.9705203419467999,3.9661153308000004e-07
31,0.985080426059198,3.9686908391600005e-07
32,0.9791862737123832,3.9712663475200006e-07
33,0.9962937038340467,3.9738418558800007e-07
34,0.991230012513561,3.976417364240001e-07
35,1.0,3.978992872600001e-07
36,0.9931435668868576,3.9815683809600005e-07
37,0.9876392183340422,3.9841438893200005e-07
38,0.9744947609968063,3.9867193976800006e-07
39,0.9520281007279563,3.9892949060400007e-07
40,0.9456675096320379,3.9918704144000003e-07
41,0.9291389135108177,3.9944459227600004e-07
42,0.9387828910111526,3.9970214311200005e-07
43,0.9528491887987897,3.9995969394800006e-07
44,0.9433186846861429,4.00217244784e-07
45,0.9426074645012124,4.0047479562e-07
46,0.9360186103002,4.0073234645600003e-07
47,0.9260562137527597,4.0098989729200004e-07
48,0.9164659803956803,4.0124744812800005e-07
49,0.8840510739613486,4.0150499896400006e-07
50,0.8355974386767463,4.0176254980000007e-07
51,0.8368166342478409,4.020201006360001e-07
52,0.8377120663612196,4.0227765147200003e-07
53,0.8577570535475401,4.0253520230800004e-07
54,0.8298304135498412,4.0279275314400005e-07
55,0.7624751637855386,4.0305030398000006e-07
56,0.7447428127283695,4.0330785481600007e-07
57,0.772210033208925,4.035654056520001e-07
58,0.7871486075056904,4.038229564880001e-07
59,0.7648997127361423,4.040805073240001e-07
60,0.7419624647077092,4.0433805816000005e-07
61,0.7339832663352205,4.04595608996e-07
62,0.712095319126507,4.04853159832e-07
63,0.6931589581260107,4.0511071066800003e-07
64,0.7124913522647355,4.0536826150400004e-07
65,0.7247187877563401,4.0562581234000005e-07
66,0.7176571163717425,4.0588336317600005e-07
67,0.7009851666653422,4.0614091401200006e-07
68,0.6850350755090704,4.06398464848e-07
69,0.6989611681475592,4.0665601568400003e-07
70,0.713996997821977,4.0691356652000004e-07
71,0.7074554635750183,4.0717111735600005e-07
72,0.7227244250272299,4.0742866819200006e-07
73,0.7420513787410488,4.0768621902800007e-07
74,0.7258507590170116,4.079437698640001e-07
75,0.693254926971472,4.082013207000001e-07
76,0.6527661155864853,4.0845887153600004e-07
77,0.5968224779688641,4.0871642237200005e-07
78,0.579138535571467,4.0897397320800006e-07
79,0.6274688294456754,4.0923152404400007e-07
80,0.6675293572461117,4.094890748800001e-07
81,0.6796901557968664,4.097466257160001e-07
82,0.6983044508136096,4.100041765520001e-07
83,0.7193971981203628,4.102617273880001e-07
84,0.7077758851133635,4.10519278224e-07
85,0.6770111410406765,4.1077682906e-07
86,0.678471948196448,4.11034379896e-07
87,0.6561481229837747,4.1129193073200004e-07
88,0.6290819468035974,4.1154948156800004e-07
89,0.6013594955720397,4.1180703240400005e-07
90,0.5775700994065055,4.1206458324000006e-07
91,0.606469888816497,4.1232213407600007e-07
92,0.6366641222394067,4.1257968491200003e-07
93,0.6097165117687067,4.1283723574800004e-07
94,0.5736993251891008,4.1309478658400005e-07
95,0.5811149086434717,4.1335233742000006e-07
96,0.5963423839170752,4.1360988825600006e-07
97,0.5899296171825681,4.138674390920001e-07
98,0.568161203733508,4.141249899280001e-07
99,0.5506526702142263,4.143825407640001e-07
100,0.5699254407476152,4.1464009160000005e-07
101,0.5949198027502256,4.1489764243600006e-07
102,0.600961763902324,4.1515519327200007e-07
103,0.583116738964273,4.154127441080001e-07
104,0.5632196482654254,4.156702949440001e-07
105,0.5355891985837732,4.1592784578000004e-07
106,0.5134355055537637,4.1618539661600005e-07
107,0.5172732359732868,4.16442947452e-07
108,0.5305636727285571,4.16700498288e-07
109,0.5273779254756271,4.16958049124e-07
110,0.5158900595258579,4.1721559996000003e-07
111,0.5046219531468401,4.1747315079600004e-07
112,0.5090945362964403,4.1773070163200005e-07
113,0.5396806221963637,4.1798825246800006e-07
114,0.5306145249260117,4.1824580330400007e-07
115,0.48649841419303974,4.185033541400001e-07
116,0.46844477456737743,4.1876090497600004e-07
117,0.478124524517631,4.1901845581200004e-07
118,0.5054892161013214,4.1927600664800005e-07
119,0.5283126410329444,4.1953355748400006e-07
120,0.520105333045338,4.1979110832000007e-07
121,0.5300429655510752,4.200486591560001e-07
122,0.5135482702577583,4.203062099920001e-07
123,0.5008717702547707,4.2056376082800005e-07
